65399	PubChem-compound	
3973	PubChem-compound	
449459	PubChem-compound	
5353940	PubChem-compound	
6758	PubChem-compound	
5743	PubChem-compound	
4713	PubChem-compound	
17513	PubChem-compound	
3377241	PubChem-compound	
HMDB01852	HMDB	
274104	PubChem-compound	
